fin,kennzeichen,kunden_nr,marke,modell,erstzulassung,letzte_aktualisierung
VR7BCZKXCME033281,SFB-KI 23E,28307,Citroën,C4 ELEC SHINE 136,,2025-11-11 20:07:21
